Frame,ID,X,Y,W,H,X_new,Y_new
788,80,806,76,78,105,260.09946,41.784077
789,80,802,74,82,97,258.8139,36.701717
790,80,797,72,79,96,257.09186,31.558546
791,80,792,73,72,95,254.81055,34.151516
792,80,786,74,69,94,252.12555,36.730045
793,80,779,77,67,105,248.72499,44.35101
794,80,764,79,63,107,242.2405,49.370914
795,80,752,81,67,108,237.06253,54.32423
796,80,740,82,76,106,232.05179,56.78746
797,80,729,82,78,103,227.56902,56.804497
798,80,720,81,78,103,223.98206,54.374638
799,80,713,80,76,105,221.19365,51.92728
800,80,706,79,74,107,218.38869,49.465393
801,80,699,78,72,107,215.56703,46.98885
802,80,693,78,70,99,213.09383,46.99878
803,80,687,78,69,98,210.62088,47.00871
804,80,679,80,68,96,207.26357,51.98171
805,80,669,83,70,97,203.11551,59.325184
806,80,657,86,74,103,198.23773,66.539536
807,80,647,91,76,99,194.262,78.26574
808,80,640,93,73,98,191.5227,82.86406
809,80,631,96,71,95,188.05911,89.65936
810,80,623,99,68,100,185.04237,96.336044
811,80,618,99,64,102,183.10756,96.341736
812,80,612,99,62,101,180.78601,96.348564
813,80,606,94,63,104,178.19168,85.18117
814,80,601,93,64,97,176.16817,82.913734
815,80,596,79,66,111,173.22052,49.64431
816,80,591,92,66,98,172.1597,80.63976
817,80,586,92,67,98,170.18652,80.64624
818,80,580,81,69,111,166.84253,54.59483
819,80,573,98,73,101,165.61115,94.18442
820,80,565,105,77,99,163.19302,109.39181
821,80,559,111,78,100,161.51532,121.95671
822,80,552,119,79,100,159.72887,138.07402
823,80,545,125,76,100,157.80934,149.71233
824,80,536,128,76,95,154.90938,155.39621
825,80,527,128,77,96,151.69748,155.40152
826,80,518,128,75,97,148.48604,155.40685
827,80,504,129,76,98,143.6328,157.28738
828,80,491,130,72,97,139.16083,159.15712
829,80,479,129,66,100,134.73982,157.30174
830,80,466,128,66,87,129.93983,155.43752
831,80,443,125,78,89,121.13962,149.77753
832,80,445,123,62,102,121.45529,145.94334
833,80,435,123,60,101,117.844124,145.95007
834,80,426,124,59,100,114.81472,147.87735
835,80,416,127,57,97,111.89617,153.58623
836,80,401,130,61,94,107.252426,159.20729
837,80,381,132,70,91,100.67385,162.91039
838,80,366,134,72,91,95.91759,166.5715
839,80,353,136,70,93,91.90858,170.19308
840,80,341,137,68,99,88.007904,171.99213
841,80,327,138,70,115,83.43465,173.78247
842,80,319,138,69,92,80.66166,173.78595
843,80,315,138,65,90,79.27529,173.78769
844,80,294,136,79,92,71.35249,170.22049
845,80,301,133,64,94,72.828125,164.78278
846,80,294,99,64,124,58.07927,96.709496
847,80,286,97,64,121,54.18558,92.30146
848,80,278,101,66,118,52.746048,101.09433
849,80,273,104,68,117,52.067055,107.55759
850,80,269,107,68,122,51.775593,113.91139
851,80,262,112,70,123,51.176884,124.26783
852,80,254,118,72,122,50.625828,136.3245
853,80,249,124,71,119,51.169624,147.99318
854,80,245,131,71,112,52.42875,161.14276
855,80,243,153,72,89,59.62693,199.5056
856,80,243,139,73,106,54.700447,175.5927
857,80,245,137,74,107,54.66193,172.03526
858,80,247,134,76,110,54.253597,166.63033
859,80,250,149,65,51,60.611755,192.84163
860,80,259,146,74,79,62.63596,187.75414
861,80,276,143,60,80,67.427055,182.58582
862,80,282,140,60,87,68.50127,177.34155
863,80,285,136,65,95,68.21844,170.22467
864,80,291,134,67,95,69.649925,166.60858
865,80,301,131,70,85,72.178246,161.1125
866,80,305,128,71,98,72.613045,155.53233
867,80,312,112,70,107,69.73168,124.224434
868,80,319,124,68,95,76.318825,147.9474
869,80,326,123,64,101,78.519356,146.02328
870,80,333,123,62,103,81.04277,146.01859
871,80,341,125,59,103,84.52855,149.84262
872,80,347,125,59,105,86.68053,149.8388
873,80,354,126,59,105,89.477486,151.73405
874,80,359,125,63,106,90.98507,149.83115
875,80,366,123,66,107,92.94261,145.99643
876,80,375,121,66,107,95.64671,142.11874
877,80,384,119,66,108,98.38036,138.19868
878,80,392,116,66,108,100.51491,132.24196
879,80,399,113,67,109,102.31408,126.187355
880,80,405,110,68,110,103.76943,120.03255
881,80,412,108,68,108,105.881134,115.86914
882,80,418,108,69,107,108.1371,115.86346
883,80,425,109,70,108,111.009254,117.94137
884,80,432,111,69,104,114.09592,122.06975
885,80,440,115,68,104,117.95528,130.19768
886,80,448,114,69,112,120.69837,128.17395
887,80,456,128,70,103,126.37497,155.4434
888,80,465,133,70,100,130.4638,164.6991
889,80,472,137,73,98,133.58984,171.93315
890,80,480,140,77,94,136.84328,177.2611
891,80,491,140,80,94,140.64606,177.25662
892,80,505,141,82,93,145.6189,179.01036
893,80,519,141,83,93,150.4484,179.00485
894,80,533,141,83,94,155.27892,178.99936
895,80,543,140,87,95,158.63133,177.23544
896,80,552,138,92,98,161.56291,173.68445
897,80,562,135,96,100,164.79086,168.2898
898,80,573,131,59,103,168.34767,160.96516
899,80,584,127,57,105,171.9803,153.48438
900,80,596,124,55,105,176.10988,147.76581
901,80,609,121,56,106,180.67085,141.95326
902,80,621,120,58,106,185.00652,139.98903
903,80,631,120,61,105,188.65756,139.98177
904,83,640,107,96,117,191.74908,113.55229
905,83,648,99,96,120,194.71886,96.30759
906,83,656,91,110,123,197.82796,78.25385
907,83,665,86,109,119,201.45503,66.527985
908,83,673,82,107,115,204.76118,56.891174
909,83,682,82,101,110,208.4252,56.87725
910,83,691,88,91,102,211.82823,71.21877
911,83,700,94,77,95,215.1134,85.06356
912,83,710,108,61,84,218.19704,115.58614
913,83,720,104,57,96,222.25357,107.09733
914,83,728,100,53,90,225.63017,98.41574
915,83,733,96,56,93,227.91191,89.53634
916,83,739,89,55,94,230.93701,73.49627
917,83,741,83,58,95,232.35406,59.215614
918,83,740,68,62,106,233.57729,21.171516
921,83,723,70,88,93,226.16435,26.481892
922,83,739,62,84,101,233.83923,4.9337406
923,83,742,62,97,103,235.14018,4.9273267
924,83,744,64,98,103,235.76167,10.405398
925,83,745,66,105,99,235.94714,15.816514
926,83,745,68,92,99,235.70477,21.161781
927,83,746,74,71,87,235.41321,36.80083
928,83,746,68,68,94,236.1303,21.159834
929,83,744,77,67,88,234.23686,44.409973
930,83,721,73,79,63,225.05957,34.279194
931,83,707,70,89,60,219.40231,26.51206
932,83,701,68,94,102,216.9897,21.247429
933,83,697,64,97,106,215.5174,10.5027895
937,83,697,72,80,101,215.06642,31.741264
938,83,698,71,79,107,215.54274,29.142324
939,83,700,77,76,102,216.03618,44.48405
940,83,702,76,74,109,216.92296,41.96217
941,83,705,73,74,115,218.36044,34.30794
942,83,706,81,71,109,218.26169,54.396683
943,83,708,64,68,126,220.25381,10.480003
944,83,710,62,65,128,221.26723,4.9957237
945,83,711,79,53,110,220.44391,49.457253
946,83,711,80,52,108,220.374,51.930485
947,83,712,74,50,114,221.21727,36.860962
948,83,713,78,42,113,221.33887,46.96567
949,83,714,99,39,97,220.28444,96.23238
950,83,714,104,35,98,219.9608,107.10352
951,83,714,115,64,92,219.27992,129.97417
952,83,715,123,64,90,219.17259,145.76143
953,83,718,164,64,52,217.99289,217.11855
954,83,722,163,63,52,219.35344,215.54584
955,83,728,150,63,69,222.098,194.39046
956,83,731,150,62,69,223.11296,194.38965
957,83,733,150,60,68,223.78964,194.3891
967,84,731,196,55,45,220.45699,263.71808
968,84,733,196,55,49,221.06395,263.7185
969,85,768,117,75,73,239.07358,133.94334
970,85,752,135,77,55,231.49847,168.19826
971,84,738,203,57,50,222.1917,273.0379
972,84,739,203,57,51,222.49052,273.03818
973,84,739,203,57,51,222.49052,273.03818
974,84,740,200,55,53,222.9589,269.08026
975,84,740,204,53,48,222.73334,274.34622
983,86,702,126,55,127,214.32166,151.51727
984,86,715,136,67,124,218.43806,170.02444
985,86,711,137,66,131,216.98529,171.82527
986,86,707,135,66,139,215.68175,168.21996
987,86,703,144,66,132,213.88977,184.16571
988,86,700,158,64,117,212.32755,207.57274
989,86,696,155,64,119,211.10252,202.69391
990,86,691,130,65,141,210.22797,159.04536
991,86,685,124,64,143,208.26523,147.70729
992,86,678,132,64,131,205.55861,162.75392
993,86,673,140,66,121,203.6564,177.18245
994,86,670,139,65,119,202.62997,175.41284
995,86,667,130,65,129,201.68826,159.05879
996,86,666,145,63,117,201.18028,185.905
997,86,666,150,63,116,201.13206,194.40727
998,86,665,154,65,116,200.75969,201.05815
999,86,662,156,62,115,199.74373,204.33504
1000,86,658,155,63,116,198.41446,202.70178
1001,86,649,153,68,117,195.401,199.41156
1002,86,638,150,73,117,191.66986,194.41486
1003,86,630,146,74,117,188.88303,187.63426
1004,86,626,141,73,116,187.39326,178.96278
1005,86,623,127,71,124,185.95097,153.4607
1006,86,621,129,68,118,185.29787,157.22018
1007,86,618,117,66,125,183.8021,134.06042
1008,86,615,113,68,125,182.53749,126.003296
1009,86,612,111,70,122,181.3336,121.90948
1010,86,608,111,71,118,179.83728,121.91304
1011,86,605,119,70,108,179.117,138.03462
1012,86,599,122,72,107,177.08522,143.90521
1013,86,592,127,74,105,174.84538,153.47952
1014,86,587,133,70,103,173.43346,164.63672
1015,86,583,138,70,102,172.34818,173.67093
1016,86,577,140,71,100,170.39857,177.2216
1017,86,571,139,71,98,168.24728,175.45465
1018,86,565,136,70,100,165.92389,170.09444
1019,86,556,132,72,101,162.4165,162.81828
1020,86,547,126,74,105,158.63171,151.61397
1021,86,538,123,78,105,155.06644,145.88077
1022,86,533,118,77,108,152.66185,136.11276
1023,86,529,115,76,109,150.81818,130.1252
1024,86,528,111,73,110,149.93144,121.98433
1025,86,527,109,71,111,149.29288,117.84665
1026,86,527,107,68,112,149.02493,113.6619
1027,86,526,95,67,124,146.9615,87.53995
1028,86,523,95,68,125,145.78912,87.54362
1029,86,514,93,76,127,141.9528,83.024414
1030,86,503,106,87,114,139.80061,111.5757
